"Sr.No","Type","Name of the University","Address","Zip","state","Status"
"203","Private","JIS University","81, Nilgunj Road, Agarpara, KolkataDistrict North 24 Parganas","700109","West Bengal","2(f)"
"204","Private","JK Lakshmipat University","Laliya Ka Vas P.O. Mahapura,Ajmer RoadJaipur","302026","Rajasthan","2(f)"
"205","Private","Jodhpur National University","Narnadi,Jhanwar Road,BoranadaJodhpur","342 001","Rajasthan","2(f)"
"206","Private","JSPM University","Gut No. 719/1 and 719/2, Wagholi, Taluka, Haveli, District Pune","4122017","Maharashtra","2(f)"
"207","Private","JSS Science & Technology University","JSS Science and Technology University, JSS Technical Institutions Campus, MysuruMysuru","570006","Karnataka","2(f)"
"208","Private","JSS University","C-20/1, Sector-62, Noida,  Gautam Budh Nagar","201301","Uttar Pradesh","2(f)"
"209","Private","K K University","Berauti, Nepura, Biharsharif, Nalanda","803115","Bihar","2(f)"
"210","Private","K. K. Modi University","Village Mehmara,Jalbandha(Rasmada) Road,Distt. - Durg","491001","Chhattisgarh","2(f)"
"211","Private","K. N. University","Smt. K. N. Patel International School, Near KNPIS Circle, Vodafone Tower Lane, Gota, Ahmedabad","382481","Gujarat","2(f)"
"212","Private","K.M. (Krishna Mohan) University","Pali Dungra, Sonkh Road, Mathura","281123","Uttar Pradesh","2(f)"
"213","Private","K.R. Mangalam University","Sohna Road,Gurugram","122103","Haryana","2(f)"
"214","Private","Kadi  Sarva Vishwavidyalaya","LDRPITR Campus, Near Kh 5 Circle, Sector 15, GandhinagarSector 15/23, Gandhinagar","382016","Gujarat","2(f)"
"215","Private","Kalinga University","Kotni, Near Mantralaya, Naya Raipur (Chhattisgarh) IndiaThasil : Aarang,  Naya Raipur","492101","Chhattisgarh","2(f) & 12(B)"
"216","Private","Karnavati University","907/A, UvarsadGhandhinagar,","382422","Gujarat","2(f)"
"217","Private","Khaja Bandanawaz University","Admin Block, Rauza-i Buzurg,Kalaburagi","585104","Karnataka","2(f)"
"218","Private","Khongnangthaba University","Khurai Konsam leikai,Imphal East District","795010","Manipur","2(f)"
"219","Private","Kishkinda University","City Campus, Ballari Business College, Siruguppa Road, Ballari","583103","Karnataka","2(f)"
"220","Private","KLE Technological University","B.V. Bhoomarddi College Campus,Vidyanagar,Hubballi","580031","Karnataka","2(f) & 12(B)"
"221","Private","KREA University","Appaiahpalem, Central Expressway, Sri City","517646","Andhra Pradesh","2(f)"
"222","Private","Krishnaguru Adhyatmik Visvavidyalaya","Nasatra, Barpeta","781307","Assam","2(f)"
"223","Private","Lakulish Yoga University","Lotus View, Opp. Nirma University,S.G. Highway, Chharodi,Ahmedabad","382481","Gujarat","2(f)"
"224","Private","Lamrin Tech Skills University","Chandigarh- Jalandhar NH 344A, 40 KM from Chandigarh and 5km from Ropar on Chandigarh-Ropar-Jalandhar National Highway District Shaheed Bhagat Singh Nagar","144533","Punjab","2(f)"
"225","Private","LNCT University","JK Town Sarvadharam C sector, Kolar Road, Bhopal","462024","Madhya Pradesh","2(f)"
"226","Private","LNCT Vidhyapeeth University","LANCT Campus, Village-Kanadiya, Kanadiya Road, Indore","452016","Madhya Pradesh","2(f)"
"227","Private","Lok Jagruti Kendra University","FP No. 74,100+113, TPS No. 86,(Sarkhej-okaf-Fatewadi, Makrba), Dist.  Ahmedabad","","Gujarat","2(f)"
"228","Private","Lokbharti University for Rural Innovation","At. Sanosara, Ta. SihorDist.- Bhavnagar","364230","Gujarat","2(f)"
"229","Private","Lords University","Alwar-Tijara-Delhi Highway,Chikani, Alwar","","Rajasthan","2(f)"
"230","Private","Lovely Professional University","Jalandhar-Delhi G.T. Road, Phagwara, Distt. Kapurthala, Punjab - 144411Ludhiana, PhagwaraDistt. Kappurthala","144411","Punjab","2(f)"
"231","Private","M. K. University","Hanumanpura, Matarvadi Patan","384265","Gujarat","2(f)"
"232","Private","M.S. Ramaiah University of Applied Sciences","University House, Gnanagangothri Campus ,New BEL Road, M S R Nagar, Bangalore, Karnataka, INDIA - 560 054M S R Nagar, Bangalore","560054","Karnataka","2(f)"
"233","Private","M.V.N. University","74 KM Stone, NH-2, Delhi-Agra Highway, Palwal (Haryana) - 121105Delhi-Agra Highway, Palwal","121105","Haryana","2(f)"
"234","Private","Madhav University","Madhav Hills, Opp. Banas Bridge TollNH -14, Abu RoadDistrict - Sirohi","307 026","Rajasthan","2(f)"
"235","Private","Madhyanchal Professional University","Patel Group of Institutions Campus, Ratibad,Bhopal","462044","Madhya Pradesh","2(f)"
"236","Private","Maganbhai Adenwala Mahagujarat University","I.S. Ayurved Mahavidyalaya, College Road, Nadiad","387001","Gujarat","2(f)"
"237","Private","Mahakaushal University","Anthakheda, Chargawan Road,Tilwara,Jabalpur","482003","Madhya Pradesh","2(f)"
"238","Private","Mahapurusha Srimanta Sankaradeva Viswavidyalaya","Srimanta Sankaradeva Sangha Complex, Haladhar Bhuyan Path, Kalongpar, Nagaon","782001","Assam","2(f)"
"239","Private","Maharaj Vinayak Global University","Dhand,Amer,Jaipur","","Rajasthan","2(f)"
"240","Private","Maharaja Agrasen Himalayan Garhwal University","Dhaid Gaon, Shiv NagarBlock PokhraDistt. Pauri Garhwal","246169","Uttarakhand","2(f)"
"241","Private","Maharaja Agrasen University","Atal Shiksha Kunj Village kalujhanda, Baddi Distt. Solannear Barotiwala, Tehsil-Baddi, Distt. Sonal","174103","Himachal Pradesh","2(f)"
"242","Private","Maharashtra Institute of Technology University of Meghalaya(Formerly University of Technology & Management)","Present Office: Nongshiliang, Nongthymmai, SHilong, MeghalayaUpcoming Permanent Campus:  Mawkashiang, village-Umroh, Shillong.","793014","Meghalaya","2(f)"
"243","Private","Maharishi Arvind University, Jaipur","Mundiaramsar, Near Bindayaka Industrial Area,Jaipur","302012","Rajasthan","2(f)"
"244","Private","Maharishi Mahesh Yogi Vedic Vishwavidyalaya","Village-Karaundi, Post Office-Mahner, Tehsil-Dheemarkheda, City-Dheemarkheda, District-Katni","483332","Madhya Pradesh","2(f)"
"245","Private","Maharishi Markandeshwar University","Village Laddo, Sultanpur Road, Post Office Kumarhatti, Distt. Solan-HPSolan NULL","173229","Himachal Pradesh","2(f)"
"246","Private","Maharishi Markandeshwar University","Institutional Area, Village Sadopur, Ambala- Chandigarh Highway, Ambala","134007","Haryana","2(f)"
"247","Private","Maharishi University of Information Technology","Maharishi Bal Vidya Mandir & University CampusSitapur Road, Post-DiburiaLucknow","226020","Uttar Pradesh","2(f)"
"248","Private","Maharishi University of Management and Technology","Maharishi Road, Post Box No. - 10, Mangla, Bilaspur","495 001","Chhattisgarh","2(f)"
"249","Private","Mahatama Gandhi University","13th Mile, G S RoadKanapara, Distt. Ri-Bhoi","793101","Meghalaya","2(f)"
"250","Private","Mahatma Gandhi University of Medical Sciences & Technology","RIICO Institutional Area, Sitapur , Tonk Road, Jaipur-302 022 Rajasthan","","Rajasthan","2(f)"
"251","Private","Mahatma Jyoti Rao Phoole University","SP-2 & 3, Kant Kalwar, RIICO Industrial Area, NH-8 Near Achrol, Jaipur","","Rajasthan","2(f)"
"252","Private","Mahaveer University","Pohali, Sardhana Road, Meerut","250341","Uttar Pradesh","2(f)"
"253","Private","Mahayogi Gorakhnath University Gorakhpur","Arogya Dham, Balapur Road,Sonbarsa,Distt-Gorakhpur","237007","Uttar Pradesh","2(f)"
"254","Private","Mahindra University","At Bahadurpally (V),Qudbullapur Mandal,Madchal Malkajgiri,","","Telangana","2(f)"
"255","Private","Major S. D. Singh University","Bhojpur,  Kanpur Road, Fatehgarh, Farrukhabad","209749","Uttar Pradesh","2(f)"
"256","Private","Malla Reddy University","Maisammaguda,  Dhulapally, Post via Kompally, Medchal- Malkajgiri District","500014","Telangana","2(f)"
"257","Private","Malwanchal University","Index City,NH-59A,Nemawar Road,Near Khundel, District-Indore","452016","Madhya Pradesh","2(f)"
"258","Private","Manav Bharti University","Village - Laddo, Post OfficeSultanpur, Tehsil & Distt, Solan","","Himachal Pradesh","2(f)"
"259","Private","Manav Rachna University","Sector-43, Aravalli Hills, Delhi-Surajkund Road, FaridabadDelhi-Surajkund Road,Faridabad","121001","Haryana","2(f)"
"260","Private","Mandsaur University","Mahow Neemuch bypass , Rewas Devda, Road, MandsaurSh-31,Mandsaur","458001","Madhya Pradesh","2(f)"
"261","Private","Mangalayatan University","NH-30, Mandla Road,Near Shrda Devi Mandir,Richai-Barela, Jabalpur","483001","Madhya Pradesh","2(f)"
"262","Private","Mangalayatan University","Extended NCR, 33rd MilestoneMathura-Aligarh HighwayBeswan Aligarh","202 145","Uttar Pradesh","2(f)"
"263","Private","Manipal University","Manipal University Jaipur ,  Dehmi Kalan, Off Jaipur-Ajmer Expressway, Jaipur, (Raj.) Rajasthan 303007.Jaipur-Ajmer ExpressJaipur","303007","Rajasthan","2(f)"
"264","Private","Manipur International University","MIU Place,Ghari,Airport RoadImphal","795140","Manipur","2(f)"
"265","Private","Mansarovar Global University","Village Gadia and Ratnakhedi,Block-BilkisganjSehore","","Madhya Pradesh","2(f)"
"266","Private","Martin Luther Christian University","Block 1, Dongktieh, Nongrah, Shillong, Meghalaya 793006Nongrah,Shillong, Meghalaya","793006","Meghalaya","2(f)"
"267","Private","Marwadi University","Rajkot- Morbi HIghway, Near Gauridad,RajkotRajkot","360003","Gujarat","2(f)"
"268","Private","Mata Gujri University","Purabpali Roa, Kishangunj","855107","Bihar","2(f)"
"269","Private","MATS University","Aarang Kharora Highway, Aarang,District :  Raipur","493441","Chhattisgarh","2(f)"
"270","Private","Maulana Azad University","Village - Bujhawar, Tehsil Luni, Jodhpur - 342802 (Raj.)Jodhpur","342802","Rajasthan","2(f)"
"271","Private","Maya Devi University","NH-72, Near Hotel The Competent Palace, Central Hope Town Selaqui, Chakrata Road, Dehradun","248011","Uttarakhand","2(f)"
"272","Private","Medhavi Skills University, Sikkim","Singtam Campus TopakhaniLower Chisopani, Singtam Bazar, SingtamDist.- East Sikkim","737134","Sikkim","2(f)"
"273","Private","Medi-Caps University","A B Road, Pigdamber, Rau, IndorePigdamber, RauIndore","453331","Madhya Pradesh","2(f)"
"274","Private","Mewar University","NH - 79 Gangrar,Chittorgarh","","Rajasthan","2(f) & 12(B)"
"275","Private","MGM University","MGM CampusN-6, CIDCO,Aurangabad","431003","Maharashtra","2(f)"
"276","Private","Mind Power University","Village- Bohrakoon Road, Bhimtal, Nanital","263136","Uttarakhand","2(f)"
"277","Private","MIT Art Design and Technology University","Rajbaug, Pune Solapur Highway, next to HadapsarNext to Hadapsar, Loni Kalbhor, Pune","412201","Maharashtra","2(f)"
"278","Private","MIT Vishwaprayag University, Solapur","Village Kegaon, Solapur-Pune Highway, Taluka North Solapur, District Solapur","413255","Maharashtra","2(f)"
"279","Private","MNR University","MNR Nagar, Fasalwadi, Sangareddy, Gr. Hyderabad","502294","Telangana","2(f)"
"280","Private","Mody University of Science & Technology","LaxmangarhDistrict - SikarRajasthan","332311","Rajasthan","2(f) & 12(B)"
"281","Private","Mohammad Ali Jauhar University","Jauhar Nagar Sigan Khera Rampur (U.P)Block Saidnagar, Distt. Rampur","244927","Uttar Pradesh","2(f)"
"282","Private","Mohan Babu University","Sree Sainath Nagar, Tirupati","517102","Andhra Pradesh","2(f)"
"283","Private","Monad University","Monad University Campus. N.H. 9, Delhi Hapur Road, Village & Post Kastla, Kasmabad, Pilkhuwa, Distt. Hapur","245101","Uttar Pradesh","2(f)"
"284","Private","Monark University","At & Post Vahelal, Naroda-Dahegam Road, Ahmedabad","382330","Gujarat","2(f)"
"285","Private","Motherhood University","Village- Karondipost - BhagwanpurRoorkee, Distt. Hardwar","","Uttarakhand","2(f)"
"286","Private","Navrachana University","Vasna Bhayli Road, Vadodara -391 410 Gujarat, IndiaVadodaraGujarat","391410","Gujarat","2(f)"
"287","Private","Netaji Subhas University","Pokhari, PO-Bhilai Pahari,PS-MGM, Dist- East Singhbhum,Jamshedpur","831012","Jharkhand","2(f)"
"288","Private","NICMAR University","Building NO./Plot NO. 25/1NIA Post Office, BalewadiTaluka Haveli, District Pune","411045","Maharashtra","2(f)"
"289","Private","NIILM University","NH-65 AMBALA ROAD,KAITHALAmbala Road, Kaithal","136027","Haryana","2(f)"
"290","Private","NIIT University","NH-08, DELHI-JAIPUR HIGHWAY, NEEMRANA DIST. ALWAR RAJASTHANNeemrana,Distt. Alwar","301705","Rajasthan","2(f)"
"291","Private","NIMS University","NH-11 C, Jaipur- Delhi Highway, Jaipur, Rajasthan(NH-11C), Jaipur","303121","Rajasthan","2(f)"
"292","Private","Nirma University","Nirma University, S. G. Highway, Ahmedabad, GujaratVillage - ChharodiAhmedabad","382481","Gujarat","2(f)"
"293","Private","Nirwan University","NH-21, Village Jhar,Near Bassi, Main Agra Road,Jaipur","303705","Rajasthan","2(f)"
"294","Private","Noble University","Noble Group of Institutions, Parth Vatika, Bhesan Road, Ta. & Distt., Junagadh","362310","Gujarat","2(f)"
"295","Private","Noida International University","Plot 1, Sector-17 A, Greater Noida,Gautam Budh Nagar","203201","Uttar Pradesh","2(f)"
"296","Private","North East Adventist University","Khliehtyrshi, P.O. Thadlaskein, West Jaintia Hills District","793151","Meghalaya","2(f)"
"297","Private","North East Christian University","Anchor Complex, East BlockBurma Camp, Post Box-109Dimapur","797112","Nagaland","2(f)"
"298","Private","North East Frontier Technical University","Sibu-Puyi, Aalo (PO), West Siang (Distt.)","791001","Arunachal Pradesh","2(f)"
"299","Private","O.P. Jindal University","OP Jindal Knoledge Park, Punjipathra, RaigarhGharghoda Road Punjipathra, Raigarh","496109","Chhattisgarh","2(f)"
"300","Private","Om Sterling Global University","NH-52, Hisar-Chandigarh Road, V.P.O. Juglan, HisarHisar-Chandigarh Road,Hisar","125001","Haryana","2(f)"
"301","Private","OPJS University","VPO – Rawatsar KunjlaNear Sankhu Fort Jhunjhunu Road","Rajgarh (Sadulpur) Churu","Rajasthan","2(f)"
"302","Private","Oriental University","Opp. Rewati Range Gate No. 1, Post Shri Aurobindo, Jakhya, IndorePost Aurobindo, Sanwer Road, Jakhya, Indore","453555","Madhya Pradesh","2(f)"
"303","Private","P. P. Savani University","NH 8, GETCO, Near BiltechVillage: Dhamdod, Kosamba,Ta.: Mangrol, Dist.: Surat","394125","Gujarat","2(f)"
"304","Private","P.K. University","Village - Thanra, Teh - Karera,NH-27,District - Shivpuri","473665","Madhya Pradesh","2(f)"
"305","Private","Pacific Academy of Higher Education  & Research (PAHER)","Airport Road, Pratap Nagar ExtensionDebari, UdaipurNULL","313 001","Rajasthan","2(f)"
"306","Private","Pacific Medical University","Bhilo ka Bedla, ByepassNH - 27, Udiapur","","Rajasthan","2(f)"
"307","Private","Pandit Deendayal Energy University (Formerly Pandit Deendayal Petroleum University)","Knowledge Corridor, Raisan Village, Gandhinagar","382007","Gujarat","2(f)"
"308","Private","Parul University","P.O.Limda, Ta: Waghodia, Dist: Vadodara-391760Tal - WaghodiaDist. Vadodara","391760","Gujarat","2(f)"
"309","Private","PDM University","Post Box No.-15, Sector-3A,Sarai Aurangabad, BahadurgarhHaryana","124507","Haryana","2(f)"
"310","Private","People's University","People's Campus, Bhanpur, Bhopal(M.P)","462037","Madhya Pradesh","2(f)"
"311","Private","PES University","100 Feet Ring Road, BSK III Stage, Bangalore","560085","Karnataka","2(f)"
"312","Private","Pimpri Chinchwad University","Gut No-44, 46, 48, 49 and 50, Sate Taluka Maval, District-Pune","412206","Maharashtra","2(f)"
"313","Private","Plaksha University","Punjab, Block B, Sector-101, Alpha, IT CIty, SAS NagarMohali","140306","Punjab","2(f)"
"314","Private","Plastindia International University","Dungra, GIDC,Vapi, Dist-Valsad","396195","Gujarat","2(f)"
"315","Private","Poornima University","IS-2027-31, P.O-Vidhani Vatika, Ramchandrapura, Sitapura Extension, JaipurJaipur, Rajasthan","303905","Rajasthan","2(f) & 12(B)"
"316","Private","Pragjyotishpur University","Hajongbari, P.O. - Chandrapur, Kamrup, Metropolitan District, Guwahati","781050","Assam","2(f)"
"317","Private","Pragyan International University","Bariatu Road,Booty More,P.O.-RMCHRanchi","834009","Jharkhand","2(f)"
"318","Private","Pratap University","Pratap University, Sunderpura (Chandwaji), Delhi-Mumbai Highway, Jaipur, Rajasthan-303104","303104","Rajasthan","2(f)"
"319","Private","Presidency  University","Itgalpur, Rajanakunte,Yelahanka,Bengaluru,560064RajanakunteBangaluru","560064","Karnataka","2(f)"
"320","Private","Prestige University","Gram Ringnodia, Indore-Ujjain, Indore","453551","Madhya Pradesh","2(f)"
"321","Private","Quantum University","22km Milestone, Roorkee-Dehradun highway (NH-73), Roorkee","247167","Uttarakhand","2(f)"
"322","Private","R.N.B. Global University","RNB Global City Ganganagar RoadBikaner","334601","Rajasthan","2(f)"
"323","Private","Rabindranath Tagore University (formerly known as AISECT University)","Chiklod Road, Near Bangrasia Chouraha Bhopal","462047","Madhya Pradesh","2(f)"
"324","Private","Radha Govind University","Radha Govind Nagar, Lalki GhatiLalki Ghati, Ramgarh-","829122","Jharkhand","2(f)"
"325","Private","Raffles University","Japanese Zone, NH-48, Neemrana, Alwar, RajasthanDistrict : Alwar, Neemrana","301705","Rajasthan","2(f)"
"326","Private","Rai Technology University","11th Mile Gallu, Doddaballapur – Nelamangala Road, Mallohalli Village, Kadanur(Post), Madure(Hobli), Doddaballapur Taluk, Bangalore SH-74, Off Highway 207,Doddaballapur Taluk, Bangalore","561204","Karnataka","2(f)"
"327","Private","Rai University","Saroda, Dholka Taluka, Ahmedabad, GujaratAhmedabad, Gujarat","382260","Gujarat","2(f)"
"328","Private","Rajju Shroff Rofel University (RSRU)","Survey No. 78-79, ROFEL Campus, Namdha-Vapi, Valsad","396191","Gujarat","2(f)"
"329","Private","Ram Krishna Dharmarth Foundation (RKDF) University","604, 5th Floor, Gopal Marketing ComplexNear Argora ChoukRanchi","834004","Jharkhand","2(f)"
"330","Private","Rama University","NH-91, Rama City, Mandhana, Kanpur, Uttar Pradesh Mandhana, Kanpur","209217","Uttar Pradesh","2(f)"
"331","Private","Ramchandra Chandravansi University","Nawadihkala, PO & PS BishrampurPalamu","822132","Jharkhand","2(f)"
"332","Private","Ramdeobaba University","Ramdeo Tekadi, Katol Road, Nagpur","440013","Maharashtra","2(f)"
"333","Private","Ras Bihari Bose Subharti university","Subhartipuram Kotda Santaur,Aamwala Road, P.O.- Chandanwadi,Nanda ki Chowki, Prem Nagar, Dehradun","248007","Uttarakhand","2(f)"
"334","Private","Rayat Bahra University","VPO - Sahauran, Tehsil - KhararDisst. - MohaliPunjab","140104","Punjab","2(f)"
"335","Private","Renaissance University","Gram Revti, Behind Aurobindo Hospital, Sanwer-Road, Indore (MP)51/1/1 Gram Reoti, Sanwer Road,Behind Aurobindo Hospital, Indore","452015","Madhya Pradesh","2(f)"
"336","Private","Reva University","Rukmani knowledge park,KattigenahalliYelahanka,Bangalore","560064","Karnataka","2(f)"
"337","Private","RIMT University","Opposite Floating Restaurant,Sirhind Side, Mandi Gobindgarh","147301","Punjab","2(f)"
"338","Private","Rishihood University","NH-44 (GT Road),Near Bahalgarh Chowk,Delhi NCR, Sonipat","131021","Haryana","2(f)"
"339","Private","RK University","RK University, Bhavnagar Highway, Kasturbadham, Rajkot - 360020, Gujarat, India.Rajkot","360020","Gujarat","2(f)"
"340","Private","RKDF University","Airport By Pass Road, Gandhi Nagar, Bhopal, Madhya PradeshGandhi NagarBhopal","462033","Madhya Pradesh","2(f)"
"341","Private","RV University","RVU Administrative BuildingRV Vidyaniketan Post8th Mile, Mysuru Road, Bengaluru","560059","Karnataka","2(f)"
"342","Private","S. K. S. International University","21st Milestone, NH-2, Tehsil Chatta, Mathura","281406","Uttar Pradesh","2(f)"
"343","Private","S.R. University","Ananthasagar(V),Hasanparthy(M),Warangal","506371","Telangana","2(f)"
"344","Private","Sabarmati University","Greenwood, Nr, Vaishnodevi CircleSardar patel Ring Road, OganjPO. Chandlodia, Ahmedabad","382481","Gujarat","2(f)"
"345","Private","Sage University","KAILOD KARTAL RAU BYPASS INDOREIndore-Dewas Bypass Road,Rau, Indore","452020","Madhya Pradesh","2(f)"
"346","Private","Sai Nath University","Jirawar, Chandway- Kuchhu Road,P.O. - OrmanjhiDist. - Ranchi","835219","Jharkhand","2(f)"
"347","Private","Sai Tirupati University","Ambua RoadVillage Umarda, GirwaUdaipur","313015","Rajasthan","2(f)"
"348","Private","Sai University","One Hub Chennai, Paiyanur Old Mahabalipuram Road, Chennai","603104","Tamil Nadu","2(f)"
"349","Private","SAM Global University","Agariya Chopda,Bilkhiriya,Bhopal","","Madhya Pradesh","2(f)"
"350","Private","Sandip University","Neelam Vidya Vihar, Vill-Sijoul, Dist.-Madhubani","847235","Bihar","2(f)"
"351","Private","Sandip University","Trimbak RoadMahiravani, Nashik, Maharashtra","422213","Maharashtra","2(f) & 12(B)"
"352","Private","Sangam University","NH.79, Bhilwara Chittor By PassChittor Road, Bhilwara, Rajasthan","311001","Rajasthan","2(f)"
"353","Private","Sanjay Ghodawat University","A/p. Atigre, Tal. Hatkangala, Dist. KolhapurDist-Kolhapur","416118","Maharashtra","2(f)"
"354","Private","Sanjeev Agrawal Global Educational University","Katara Extension,Sahara Bypass Road,Bhopal","","Madhya Pradesh","2(f)"
"355","Private","Sanjivani University","Gat No. 24 and 25, Kopargaon, Taluka Kopargaon, District-Ahmednagar","423601","Maharashtra","2(f)"
"356","Private","Sankalchand Patel University","Sankalchand Patel Vidyadham Ambaji-Gandhinagar State Highway, Visnagar-384315. Dist: Mehsana, Gujarat (INDIA)Visnagar-384315Gujarat","384315","Gujarat","2(f)"
"357","Private","Sanskaram University","Village-Kheri Taluka, Patauda, District-Jhajjar","124108","Haryana","2(f)"
"358","Private","Sanskriti University","28 KM STONE MATHURA DELHI HIGHWAY CHHATA MATHURA UPMathura-Delhi Highway,Chhata, Mathura","281401","Uttar Pradesh","2(f)"
"359","Private","Sant Baba Bhag Singh University","Village Khiala, PO Padhiana, Diatt Jalandhar, PunjabPO-PadhianaDist-Jalandhar","144030","Punjab","2(f)"
"360","Private","Sapthagiri NPS University","14/5, Chikkasandra, Hesaraghatta main road, Bengaluru","550057","Karnataka","2(f)"
"361","Private","Sardar Bhagwan Singh University","Balawala, Dehradun, UttrakhandDehradunUttarakhand","248001","Uttarakhand","2(f)"
"362","Private","Sardar Patel University","SARDAR PATEL KNOWLEDGE CITY, DONGARIYA (WARASEONI ROAD), POST-CHILLOD, TAHSIL-LALBURRA, DISTRICT-BALAGHAT(M.P.)Waraseoni Road, DongariyaBalaghat","481331","Madhya Pradesh","2(f)"
"363","Private","Sardar Vallabhbhai Global University","Chimanbhai Patel Institute Campus, Opp, Karnavati Club, Ahmedabad","380015","Gujarat","2(f)"
"364","Private","Sarla Birla University","Birla Knowledge cityRanchi-purulia Highway, Ranchi","835103","Jharkhand","2(f)"
"365","Private","Sarvajanik University","M.T.B. College Campus, Opposite Chowpati Athwalines, Surat","395001","Gujarat","2(f)"
"366","Private","Sarvepalli Radhakrishnan University","NH-12, Hoshangabad RoadJatkhedi,Bhopal","","Madhya Pradesh","2(f)"
"367","Private","Saveetha Amaravati University","3rd Floor, Vaishnavi ComplexOpp. Executive ClubVijayawada","520008","Andhra Pradesh","2(f)"
"368","Private","Scope Global Skills University","Scope Campus, NH-12,Bhaironpur, Near Misrod, Hoshangabad Road, Bhopal","462026","Madhya Pradesh","2(f)"
"369","Private","SDGI Global University","NH-9, Delhi-Hapur Road, Ghaziabad, Delhi-NCR","201015","Uttar Pradesh","2(f)"
"370","Private","Seacom Skills University","Village-Kendradanga,PO - Sattore,PS - Panrui, Dist - Birbhum","731236","West Bengal","2(f)"
"371","Private","Sharda University","Plot32,34, Knowledge Park III, Greater NoidaGrerater Noida","201306","Uttar Pradesh","2(f)"
"372","Private","Sharda University Agra","18 Km. Stone on Agra-Delhi Highway (NH-19), Keetham, Agra","282007","Uttar Pradesh","2(f)"
"373","Private","Sharnbasva University","Kalaburgi (Gulbarga)","585103","Karnataka","2(f)"
"374","Private","Shiv Nadar University","Rajiv Gandhi Salai(OMR)Kalavakkam","603110","Tamil Nadu","2(f)"
"375","Private","Shobhit University","Adarsh Vijendra Institutional area  Gangoh, Saharanpur (U.P.)Babu Vijendra MargGangoh, Distt.- Saharanpur","247341","Uttar Pradesh","2(f)"
"376","Private","Shoolini University of Biotechnology and Management Sciences","Shoolini University, Village - Bajhol, PO - Sultanpur, District - Solan, State - Himachal Pradesh","173229","Himachal Pradesh","2(f)"
"377","Private","Shree Guru Gobind Singh Tricentenary University","Budhera, Gurugram - Badli Road, Gurugram (Haryana)Distt., Gurgaon, Haryana - 122 505","122505","Haryana","2(f) & 12(B)"
"378","Private","Shreyarth University","C/o Gujarat Samachar Bhavan,Khanpur,Ahmedabad","380001","Gujarat","2(f)"
"379","Private","Shri Davara University","NH-30, Davara Educational Campus, Naya Raipur","493661","Chhattisgarh","2(f)"
"380","Private","Shri Dharmasthala Manjunatheshwara University","Manjushree Nagar , Sattur ,Dharwad- 09SDM College of Medical Sciences & Hospital CampusSattur, Dharwad","580009","Karnataka","2(f)"
"381","Private","Shri Guru Ram Rai University","Patel NagarDehradun","","Uttarakhand","2(f)"
"382","Private","Shri Jagdish Prasad Jhabarmal Tibrewala University","Shri Jagdishprasad Jhabarmal Tibrewala University, Vidyanagri, Jhunjhunu Bisau Road, Chudela, District - Jhunjhunu, Rajasthan -333001Chudela, Distt.,-Jhunjhunu","333001","Rajasthan","2(f)"
"383","Private","Shri Kallaji Vedic Vishvavidyalaya","Kamdhaj Nagar,Nimbahera,Chittorgarh","","Rajasthan","2(f)"
"384","Private","Shri Khushal Das University","7 STG,  Suratgarh road,Hanumangarh Jn.,  Pilibangan","335801","Rajasthan","2(f)"
"385","Private","Shri Krishna University","NH-86Villege Chauka Sagar Road Chhatarpur M.P.Village Chowka,Sagar Road, Chhatarpur","471001","Madhya Pradesh","2(f)"
"386","Private","Shri Ramasamy Memorial University, Sikkim","SRM University Sikkim, 5th Mile, Tadong, Gangtok, East Sikkim Tadong, RanipoolP.O. Gangtok","737102","Sikkim","2(f)"
"387","Private","Shri Ramswaroop Memorial University","Vill.-Hadauri, Post-Tindola, Lucknow-Deva Road, BarabankiLucknow-Deva Road,Barabanki,","225003","Uttar Pradesh","2(f)"
"388","Private","Shri Rawatpura Sarkar University","Near Shadani Darbar, Vill-Dhaneli,Post Office- Mana, Dhamtari Road,Raipur","","Chhattisgarh","2(f) & 12(B)"
"389","Private","Shri Shankaracharya Professional University","Village Junwani, BhilaiDistt.- Durg","490020","Chhattisgarh","2(f)"
"390","Private","Shri Vaishnav Vidyapeeth Vishwavidyalaya","Ujjain Road, Indore (MP)IndoreMadhya Pradesh","453111","Madhya Pradesh","2(f)"
"391","Private","Shri Venkateshwara University","NH-24, Rajabpur, Gajraula, Amroha, Uttar PradeshGajraula,Distt:- Amroha,","244236","Uttar Pradesh","2(f)"
"392","Private","Shridhar University","Pilani-Chirawa Road, Pilani","333 031","Rajasthan","2(f)"
"393","Private","Shubham University","Semra Saiyad,Tehsil-HuzurDist.- Bhopal","462010","Madhya Pradesh","2(f)"
"394","Private","Shyam University","Dehla-Didwana, Tehsil Lalsot, Distt. Dausa, RajasthanLalsot,Distt- Dausa","303511","Rajasthan","2(f)"
"395","Private","Sigma University","Bakrol, Ajwa-Nimeta Road, Waghodiya, Vadodara","390019","Gujarat","2(f)"
"396","Private","Sikkim Alpine University (Formerly EIILM University)","Kamrang,Namchi,Dist.- South Sikkim","737126","Sikkim","2(f)"
"397","Private","Sikkim Global Technical University","Link Road, Bhutia Basti, District Namchi, Opp. to Reliance","737126","Sikkim","2(f)"
"398","Private","Sikkim International University","P.O. SribadamP.S. Kaluk, West SikkimSikkim-737121","737121","Sikkim","2(f)"
