id,institution_type,name,address,postal_code,state,status,source_file,Name of the college,Affiliated To University,College address,District,State,Year of Estb.,Teaching Upto,Govt or Non Govt,Aided or Unaided,unique_id,latitude,longitude,address_quality,geocoding_priority
33.0,Central,Mahatma Gandhi Central University,"Camp Office Opposite Circuit House, Motihari, District t East Champaran, District nan, Bihar",845401,Bihar,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_32,,,80,2
34.0,Central,Manipur University,"Canchipur, Imphal, Manipur, District nan",795003,Manipur,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_33,,,80,2
35.0,Central,Maulana Azad National Urdu University,"Gachibowli, Hyderabad, District nan, Telangana",500032,Telangana,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_34,,,80,2
36.0,Central,Mizoram University,"Post Box No. 190, Aizwal, District nan, Mizoram",796009,Mizoram,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_35,,,80,2
37.0,Central,Nagaland University,"HQ Campus Lumami, Zunheboto, Kohima Campus Meriema, District nan, Nagaland",798627,Nagaland,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_36,,,80,2
38.0,Central,Nalanda University,"chabila road, Rajgir, Nalanda, District nan, Bihar",803116,Bihar,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_37,,,80,2
39.0,Central,National Sanskrit University( previously Rashtriya Sanskrit Vidyapeeth),"Near Balaji Colony, Tirupati, District nan, Andhra Pradesh",517507,Andhra Pradesh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_38,,,80,2
40.0,Central,National Sports University,"2nd floor, Olympic Bhawan, Khuman Lampak Sports Complex, Imphal, District nan, Manipur",795001,Manipur,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_39,,,80,2
41.0,Central,North Eastern Hill University,"NEHU Campus, Shillong, Mawlai, District nan, Meghalaya",793022,Meghalaya,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_40,,,80,2
42.0,Central,Pondicherry University,"R Venkat Raman Nagar, Kalapet, Puducherry, District nan",605014,Puducherry,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_41,,,80,2
43.0,Central,Rajiv Gandhi National Aviation University,"Near Fursatganj Airfield, Fursatganj, Dstt. Raebareli, District nan, Uttar Pradesh",229302,Uttar Pradesh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_42,,,80,2
44.0,Central,Rajiv Gandhi University,"Rono Hills, Post Office Doimukh, Itanagar, District nan, Arunachal Pradesh",791112,Arunachal Pradesh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_43,,,80,2
45.0,Central,Rani Lakshmi Bai Central Agricultural University,"NH-75, Near Pahuj, Dam, Gwalier Road, Jhansi, District nan, Uttar Pradesh",284003,Uttar Pradesh,,Central Uni.csv,,,,,,,,,,Central_44,,,80,2
46.0,Central,Sammakka Sarakka Central Tribal University,"Jakaram Village age, Mulugu District rict, Hyderabad, District nan, Telangana",500046,Telangana,2(f),Central Uni.csv,,,,,,,,,,Central_45,,,80,2
47.0,Central,Shri Lal Bahadur Shastri National Sanskrit University,"Katwaria Sarai, New Mehrauli Road, New Delhi, District nan",110016,Delhi,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_46,,,80,2
48.0,Central,Sikkim University,"6th Mile, SamdurP.O. Tadong, Gangtok, District nan, Sikkim",737102,Sikkim,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_47,,,80,2
49.0,Central,Sindhu Central University,"Melongthang Leh-Ladakh, Near FRL, District nan",194101,Ladakh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_48,,,80,2
50.0,Central,South Asian University,"Rajpur Road, Maidan Garhi, New Delhi, District nan",110068,Delhi,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_49,,,80,2
51.0,Central,Tezpur University,"Post Office -Napaam, Tezpur, District Sonitpur, District nan, Assam",784028,Assam,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_50,,,80,2
52.0,Central,The Indira Gandhi National Tribal University,"Makal Sadan, Amarkantak, Village age-Lalpur, District -Anuppur, District nan, Madhya Pradesh",484887,Madhya Pradesh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_51,,,80,2
53.0,Central,Tripura University,"NH8, University RdSuryamani Nagar, Agartala, District nan, Tripura",799130,Tripura,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_52,,,80,2
54.0,Central,University of Allahabad,"Senate House, University Road, Old Katra, Prayagraj, District nan, Uttar Pradesh",211002,Uttar Pradesh,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_53,,,80,2
55.0,Central,University of Delhi,"North Delhi Campus, Near Mall Road, District nan",110007,Delhi,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_54,,,80,2
56.0,Central,University of Hyderabad,"Post Office Central University Campus, PROFESSOR C.R. RAO RAOD, GACHIBOWLI, Hyderabad, District nan, Telangana",500046,Telangana,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_55,,,80,2
57.0,Central,Visva Bharati,"Post Office Santiniketan, Birbhum, District nan, West Bengal",731235,West Bengal,2(f) & 12(B),Central Uni.csv,,,,,,,,,,Central_56,,,80,2
1.0,Deemed to be Universities,Academy of Maritime Education and Training,"135, East Coast Road, Kanathur, District nan, Tamil Nadu",603112,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_57,,,80,2
2.0,Deemed to be Universities,Amrita Vishwa Vidyapeetham,"Amritanagar, Post Office , Ettimadai, Coimbatore, District nan, Tamil Nadu",641112,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_58,,,80,2
3.0,Deemed to be Universities,Aurora Higher Education and Research Academy,"Uppal, Hyderabad, District nan, Telangana",500001,Telangana,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_59,,,80,2
4.0,Deemed to be Universities,Avinashilingam Institute for Home Science & Higher Education for Women,"Bharathi Park Rd, Saibaba Colony, Coimbatore, District nan, Tamil Nadu",641043,Tamil Nadu,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_60,,,80,2
5.0,Deemed to be Universities,B.L.D.E.,"Bangaramma Sajjan Campus, B M patil road, Vijayapura, District nan, Karnataka",586103,Karnataka,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_61,,,80,2
6.0,Deemed to be Universities,B.S. Abdur Rahman Institute of Science and Technology,"G.S.T.Road, Vandalur, Chennai, District nan, Tamil Nadu",600048,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_62,,,80,2
7.0,Deemed to be Universities,Banasthai Vidyapith,"Vanasthali Rd, Aliyabad, District nan, Rajasthan",304022,Rajasthan,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_63,,,80,2
8.0,Deemed to be Universities,Bharath Institute of Higher Education & Research,"No. 173, Agharam Road, Selaiyur, Chennai, District nan, Tamil Nadu",600073,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_64,,,80,2
9.0,Deemed to be Universities,Bharati Vidyapeeth,"LBS Road Next to Alka Taluka kies, Sadashiv Peth, Pune, District nan, Maharashtra",411030,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_65,,,80,2
10.0,Deemed to be Universities,Birla Institute of Technology,"BIT Mesra, Ranchi, District nan, Jharkhand",835215,Jharkhand,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_66,,,80,2
11.0,Deemed to be Universities,Birla Institute of Technology & Science,"Vidya Vihar, Pilani, District nan, Rajasthan",333031,Rajasthan,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_67,,,80,2
12.0,Deemed to be Universities,Central Institute of Buddhist Studies(CIBS),"Choglamsar, Leh, District nan, Ladakh",194104,Ladakh,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_68,,,80,2
13.0,Deemed to be Universities,Central Institute of Fisheries Education,"Panch Marg, Off Yari Road, Versova, Andheri West, Mumbai, District nan, Maharashtra",400061,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_69,,,80,2
14.0,Deemed to be Universities,Central Institute of Higher Tibetan Studies,"Sarnath, Varanasi, District nan, Uttar Pradesh",221007,Uttar Pradesh,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_70,,,80,2
15.0,Deemed to be Universities,Central Institute of Technology(CIT),"Balagaon, Kokrajhar, BTAD, District nan, Assam",783370,Assam,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_71,,,80,2
16.0,Deemed to be Universities,Chaitanya,"Kishanpura, Hanamkonda, District t-Warangal, District nan, Telangana",506001,Telangana,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_72,,,80,2
17.0,Deemed to be Universities,Chennai Mathematical Institute,"H1, SIPCOT IT Park, Siruseri, Kelambakkam, District nan, Tamil Nadu",603103,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_73,,,80,2
18.0,Deemed to be Universities,Chettinad Academy of Research and Education  (CARE),"Rajiv Gandhi Salai, Kelambakkam, Chengalpattu District rict, Chennai, District nan, Tamil Nadu",603103,Tamil Nadu,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_74,,,80,2
19.0,Deemed to be Universities,Chinmaya Vishwavidyapeeth,"Adi Sankara Nilayam, Ernakulum, District nan, Kerala",682313,Kerala,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_75,,,80,2
20.0,Deemed to be Universities,Christ,"Hosur Road, DRC Post, Bangalore, District nan, Karnataka",560029,Karnataka,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_76,,,80,2
21.0,Deemed to be Universities,D. Y. Patil,"Sector - 07, Nerul, Navi Mumbai, District nan, Maharashtra",400706,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_77,,,80,2
22.0,Deemed to be Universities,D.Y Patil Educational Society,"869 E ward Line Bazar, Kasaba Bavada, Kolhapur, District nan, Maharashtra",416006,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_78,,,80,2
23.0,Deemed to be Universities,Datta Meghe Institute of Higher Education and Research,"Sawangi Meghe, Wardha, District nan, Maharashtra",442107,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_79,,,80,2
24.0,Deemed to be Universities,Dayalbagh Educational Institute,"Dayalbagh, Agra, District nan, Uttar Pradesh",282005,Uttar Pradesh,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_80,,,80,2
25.0,Deemed to be Universities,Deccan College Postgraduate & Research Institute,"Deccan College Road, Yerawada, Pune, District nan, Maharashtra",411006,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_81,,,80,2
26.0,Deemed to be Universities,Defence Institute of Advanced Technology,"Girinagar, Pune, District nan, Maharashtra",411025,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_82,,,80,2
27.0,Deemed to be Universities,Dr. D.Y. Patil Vidyapeeth,"Sant Tukaram Nagar, Pimpri, Pune, District nan, Maharashtra",411018,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_83,,,80,2
28.0,Deemed to be Universities,Dr. M.G.R. Educational and Research Institute,"E.V.R Periyar Salai NH4 Highway, Maduravoyal, Chennai, District nan, Tamil Nadu",600095,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_84,,,80,2
29.0,Deemed to be Universities,Forest Research Institute,"Chakarata Rd, Post Office , Indian Military Academy, Dehradun, District nan, Uttarakhand",248006,Uttarakhand,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_85,,,80,2
30.0,Deemed to be Universities,Gandhi Institute of Technology and Management (GITAM),"Gandhi Nagar, Rushikonda, Visakhapatnam, District nan, Andhra Pradesh",530045,Andhra Pradesh,2(f) & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_86,,,80,2
31.0,Deemed to be Universities,Gokhale Institute of Politics & Economics,"846 Shivajinagar, BMCC Road, Pune, District nan, Maharashtra",411004,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_87,,,80,2
32.0,Deemed to be Universities,Graphic Era,"Bell Road, Clement Town, Dehradun, District nan, Uttarakhand",248002,Uttarakhand,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_88,,,80,2
33.0,Deemed to be Universities,Gujarat Vidyapith,"Ashram Road, Ahmedabad, District nan, Gujarat",380014,Gujarat,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_89,,,80,2
34.0,Deemed to be Universities,Gurukul Kangri Vidyapeeth,"Jagjeetpur, Haridwar, District nan, Uttarakhand",249404,Uttarakhand,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_90,,,80,2
35.0,Deemed to be Universities,Hindustan Institute of Technology  and Science (HITS),"Rajiv Gandhi Salai, Padur, Kelambakkam, Chennai, District nan, Tamil Nadu",603103,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_91,,,80,2
36.0,Deemed to be Universities,"Homi Bhabha National Institute, Regd. Office","Training School Complex, Anushaktinagar, District nan, Maharashtra",400094,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_92,,,80,2
37.0,Deemed to be Universities,ICFAI Foundation for Higher Education,"Donthanpalli, Sankarpalli Road, Hyderabad, District nan, Telangana",501203,Telangana,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_93,,,80,2
38.0,Deemed to be Universities,IIS,"Gurukul Marg, SFS, Mansarovar, Jaipur, District nan, Rajasthan",302020,Rajasthan,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_94,,,80,2
39.0,Deemed to be Universities,Indain Institute of Foreigen Trade,"IIFT Bhawan, B-21, Qutub Institutional Area, District nan, Delhi",110016,Delhi,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_95,,,80,2
40.0,Deemed to be Universities,Indian Agricultural Research Institute,"PUSA IARI, New Delhi, District nan",110012,Delhi,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_96,,,80,2
41.0,Deemed to be Universities,Indian Association for the Cultivation of Science (IACS),"Raja S.C. Mullick Road, Jadavpur, Kolkata, District nan, West Bengal",700032,West Bengal,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_97,,,80,2
42.0,Deemed to be Universities,Indian Institute of Forest Management (IIFM),"Post Office Box 357, Nehru Nagar, Bhopal, District nan, Madhya Pradesh",462003,Madhya Pradesh,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_98,,,80,2
43.0,Deemed to be Universities,Indian Institute of Heritage,"National Museum, Janpath, New Delhi, District nan",110001,Delhi,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_99,,,80,2
44.0,Deemed to be Universities,Indian Institute of Mass Communication (IIMC),"JNU New Campus, Aruna Asaf Ali Marg, New Delhi, District nan",110067,Delhi,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_100,,,80,2
45.0,Deemed to be Universities,Indian Institute of Science,"Sir C.V. Raman Road, Bangalore, District nan, Karnataka",560012,Karnataka,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_101,,,80,2
46.0,Deemed to be Universities,Indian Institute of Space Science and Technology,"Valiamala Post, Thiruvananthapuram, Kerala",695547,Kerala,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_102,,,60,3
47.0,Deemed to be Universities,Indian Law Institute,"Opposite Supreme Court of India, Bhagwan Dass Road, District nan, Delhi",110001,Delhi,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_103,,,80,2
48.0,Deemed to be Universities,Indian Veterinary Research Institute,"Izatnagar, Bareilly, District nan, Uttar Pradesh",,Uttar Pradesh,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_104,,,80,2
49.0,Deemed to be Universities,Indira Gandhi Institute of Development Research,"Gen Arun Kumar Vaidya Marg, Film City Rd, Goregaon, Mumbai, District nan, Maharashtra",400065,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_105,,,80,2
50.0,Deemed to be Universities,Institute of Advanced Studies in Education,"Gandhi Vidya Mandir, Sardarshahr, District Churu, District nan, Rajasthan",331403,Rajasthan,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_106,,,80,2
51.0,Deemed to be Universities,Institute of Chemical Technology,"Nathalal Parekh Marg, Matunga, Mumbai, District nan, Maharashtra",400019,Maharashtra,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_107,,,80,2
52.0,Deemed to be Universities,Institute of Liver and Biliary Sciences(ILBS),"D-1, Vasant Kunj, District nan, Delhi",110070,Delhi,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_108,,,80,2
53.0,Deemed to be Universities,International Institute for Population Sciences,"Govandi Station Road, Deonar, Mumbai, District nan, Maharashtra",400088,Maharashtra,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_109,,,80,2
54.0,Deemed to be Universities,International Institute of Information Technology,"Electronics City, Hosur Road, Bangalore, District nan, Karnataka",560100,Karnataka,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_110,,,80,2
55.0,Deemed to be Universities,International Institute of Information Technology,"Prof C R Rao Road, Gachibowli, Hyderabad, District nan, Telangana",500032,Telangana,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_111,,,80,2
56.0,Deemed to be Universities,Jain,"Dr. A. N. Krishna Rao Road, V. V. Puram, Bangalore, District nan, Karnataka",560004,Karnataka,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_112,,,80,2
57.0,Deemed to be Universities,Jain Vishva Bharati Institute,"Ladnun, District Nagaur, District nan, Rajasthan",341306,Rajasthan,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_113,,,80,2
58.0,Deemed to be Universities,Jamia Hamdard,"Hamdard Nagar, New Delhi, District nan",110062,Delhi,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_114,,,80,2
59.0,Deemed to be Universities,Janardan Rai Nagar Rajasthan Vidyapeeth,"Airport Road, Pratap Nagar, Udaipur, District nan, Rajasthan",313001,Rajasthan,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_115,,,80,2
60.0,Deemed to be Universities,Jawahar Lal Nehru Centre for Advanced Scientific Research,"Rachenahalli Lake Rd, Jakkur, Bengaluru, District nan, Karnataka",560064,Karnataka,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_116,,,80,2
61.0,Deemed to be Universities,Jaypee Institute of Information Technology,"A-10, Sector-62 Noida, District nan, Uttar Pradesh",201309,Uttar Pradesh,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_117,,,80,2
62.0,Deemed to be Universities,JSS Academy of Higher Education & Research,"JSS Medical Institution Campus, Sri Shivarathreeshwara Nagara, Mysore, District nan, Karnataka",570015,Karnataka,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_118,,,80,2
63.0,Deemed to be Universities,K.L.E. Academy of Higher Education and Research,"JNMC Campus, Nehru Nagar, Belagavi, District nan, Karnataka",590010,Karnataka,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_119,,,80,2
64.0,Deemed to be Universities,Kalasalingam Academy of Research and Education,"Krishnankoil, Srivilliputhur, Tamil Nadu",626126,Tamil Nadu,Section-III,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_120,,,60,3
65.0,Deemed to be Universities,Kalinga Institute of Industrial Technology,"KIIT Rd, Patia, Bhubaneswar, District nan, Odisha",751024,Odisha,Section-III & 12(B),Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_121,,,80,2
66.0,Deemed to be Universities,Kalinga Institute of Social Sciences,"Campus 10, Bhubaneswar, District nan, Odisha",751024,Odisha,,Deemed to be Uni.csv,,,,,,,,,,Deemed to be Universities_122,,,80,2
